id,bezirk,name,strasse,plz,von,bis,veranstalter,oeffnungszeiten,email,w3,bemerkungen
85,Steglitz-Zehlendorf,Weihnacht to go im Kranoldkiez,Kranoldplatz und Umgebung,12209,14.12.2024,14.12.2024,Standortgemeinschaft Mein LiLa - Lichterfelde/Lankwitz e.V.,14:00 - 19:00 Uhr,togo@meinlila.de,https://www.meinlila.de,"Weihnacht &quot;to go&quot; im Kranoldkiez
 Auch in diesem Jahr wird es wieder einen weihnachtlichen Spaziergang durch den Kranoldkiez in Lichterfelde-Ost geben, der von der Standortgemeinschaft „Mein LiLa“ – Lichterfelde/Lankwitz e.V. mit freundlicher Unterstützung der Wirtschaftsförderung Steglitz/Zehlendorf organisiert wird. Mit der Idee, die idyllische Rückseite des Bahnhofes Lichterfelde-Ost mit dem Oberhofer Weg und der Petruskirche zu verbinden, möchte man die Besucher einladen bei einem entspannten Bummel, die beschauliche Atmosphäre im Kiez zu genießen. Kunsthandwerker, Händler, Bastler oder Anbieter kulinarischer Köstlichkeiten werden an festlich geschmückten Marktständen bzw. Verkaufswagen ihre Waren anbieten und viele Geschäfte auf der Route werden bis 19 Uhr geöffnet sein. Ein Bläserchor vor dem Augenoptiker Blickfang um 16 Uhr ist schon eine liebgewonnene Tradition geworden ebenso wie der Gitarrenspieler im Vorgarten der Lebensmittelmanufaktur Kebe sowie die weihnachtliche Blasmusik vor der Galerie Creative Game in der Jägerstraße. Vielleicht finden sich ja auch noch spontan einige junge MusikerInnen, die für eine Hut-Gage etwas zur weihnachtlichen Stimmung beitragen wollen. Für aktualisierte Informationen besuchen sie bitte die Website des Veranstalters: www.meinlila.de"
223,Mitte,Romantischer Weihnachtsmarkt,Dohnagestell 10,13351,14.12.2024,14.12.2024,Lebenshilfe gGmbH,13:00 Uhr bis 18:00 Uhr,hausderlebenshilfe@lebenshilfe-berlin.de,https://www.lebenshilfe-berlin.de,"Romantischer Weihnachtsmarkt: Es ist ein besonderer Samstag in der Adventszeit. Im Haus der Lebenshilfe und draußen im Garten. Für Groß und Klein im Weddinger Kiez. An 24 Marktständen gibt es: Schöne Geschenkideen mit Liebe gemacht. Selbstgebasteltes und Selbstgemachtes. Kunsthandwerk und vieles mehr. Heiße Waffeln, Crêpes und Kuchen. Kinderpunsch, Kakao und Glühwein. Bratwurst vom Grill und andere Leckereien. Mit Musik vom Leierkastenmann und Besuch vom Weihnachtsmann. Ab 16 Uhr tritt der Chor der Nogat-Singers auf."
211,Steglitz-Zehlendorf,WEINachtsmarkt am Ludwig-Beck-Platz,Ludwig-Beck-Platz,12203,14.12.2024,15.12.2024,Family & Friends e. V.,12:00 Uhr bis 20:00 Uhr,stadtkultur@family-and-friends-ev.de,https://www.family-and-friends-ev.de/erster-wein-nachtsmarkt-am-ludwig-beck-platz,
37,Neukölln,Weihnachtsmarkt auf der Dicken Linda,Kranoldplatz,12051,14.12.2024,14.12.2024,diemarktplaner Nikolaus FInk,10:00 - 18:00,info@diemarktplaner.de,https://www.diemarktplaner.de,/
163,Brandenburg,WaldWeihnacht 2024 nur als Lichterspaziergang durch den Forstbotanischen Garten,"Schwappachweg 14a, Eberswalde",16225,14.12.2024,22.12.2024,Forstbotanischer Garten Eberswalde und Stiftung WaldWelten,täglich 16:00 Uhr bis 19:00 Uhr,info@waldwelten.de,/,"Die WaldWeihnacht 2024 Eberswalde wird anders als in den Vorjahren nicht mit einem Programm am 3. Adventswochenende durchgeführt. Es wird nur die Möglichkeit eines Lichterspaziergangs durch den romatisch beleuchteten WaldWeihnachtswald  täglich von 16 - 19 Uhr in der Zeit vom 14.-22.12.2024 geben. Der Eintritt ist frei, um eine Spende wird gebeten."
52,Steglitz-Zehlendorf,Wein-Nachtsmarkt am Ludwig-Beck-Platz,Ludwig-Beck-Platz,12203,14.12.2024,15.12.2024,Family & Friends e. V.,12:00 - 21:00 Uhr,stadtkultur@family-and-friends-ev.de,https://www.family-and-friends-ev.de/,/
76,Steglitz-Zehlendorf,Adventsmarkt auf der Domäne Dahlem,Königin-Luise-Str. 49,14195,14.12.2024,15.12.2024,Domäne Dahlem Veranstaltungsgesellschaft mbH,11:00 – 20:00 Uhr,marketing@domaene-dahlem.de,https://www.domaene-dahlem.de,"Direkt am U-Bahnhof Dahlem Dorf. Im besonderen Ambiente des historischen Gutshofes erwarten Sie erlesenes Kunsthandwerk und besondere Geschenkideen, Bastelangebote für Kinder und saisonale Leckereien. Eintrittspreise: regulär 3,50 €, ermäßigt 2,00 €, Kinder bis 12 Jahren frei"
106,Pankow,Adventsökomarkt der Grünen Liga,Wörtherstraße am Kollwitzplatz - zwischen Knaackstraße und Kollwitzstraße,10405,15.12.2024,15.12.2024,GRÜNE LIGA Berlin,12:00 - 19:00 Uhr,oekomarkt.kollwitzplatz@grueneliga-berlin.de,https://www.grueneliga-berlin.de,"Neben dem Adventsökomarkt bleibt der wöchentliche Donnerstag Ökomarkt am Kollwitzplatz bestehen und findet immer von 12.00 bis 19.00 Uhr statt (jeden Donnerstag und an den Adventssonntagen( 1.12., 8.12. 15.12. und 22. 12. 2024)"
178,Steglitz-Zehlendorf,Das Weihnachtshaus,Schädestr. 9-13,14165,15.12.2024,15.12.2024,"Villa Donnersmarck - Inklusiver Treffpunkt für Freizeit, Bildung, Beratung der Fürst Donnersmarck-Stiftung",15:00 Uhr bis 18:00 Uhr,info@villadonnersmarck.de,/,"Am 3. Advent wird die Villa traditionell „Das Weihnachtshaus“. Finden Sie ausgefallene Geschenke an sozialen, bunten Ständen, verzieren Sie mit Ihren Kindern das eigene Hexenhaus oder genießen Sie das besinnliche Kulturprogramm, Stockbrot backen am Lagerfeuer und vieles mehr. Der barrierefreie Adventssonntag für die ganze Familie. Eintritt frei."
136,Friedrichshain-Kreuzberg,Weihnachten an der Spree,Stralauer Allee 2,10245,18.11.2024,30.12.2024,Spreespeicher Event GmbH,17:00 Uhr bis 22:00 Uhr,support@weihnachten-an-der-spree.de,https://www.weihnachten-an-der-spree.de/,/
160,Friedrichshain-Kreuzberg,Heissa Holzmarkt,Holzmarktstraße 25,10243,21.11.2024,22.12.2024,Holzmarkt 25,"Mittwoch, Donnerstag und Freitag: 16:00 Uhr bis 22:00 Uhr. Samstag, Sonntag: 14:00 Uhr bis 22:00 Uhr",marktleitung@holzmarkt.com,/,"Der Heissa Ho lzmarkt an der Holzmarktstraße findet seit 2017 statt. Im Mittelpunkt steht ein kunterbuntes Winter-Erlebnis, Leckereien aus aller Welt und ein diverses und buntes Kulturprogramm für klein und groß.
 Das alternative Kreativ-Projekt am Spreeufer verwandelt sich zum Jahresende in ein buntes Künstlerdorf, das als Weihnachtsmarkt nachhaltig und fair zum Verweilen einlädt. Hier erwartet die Gäste eine Mischung aus Kulinarik, Kunsthandwerk und familienfreundlicher Unterhaltung.
 Vielfältige Angebote und kulinarische Genüsse An den Verkaufsständen finden Besucher*Innen handgemachte Seifen, edlen Honig, Designschmuck, Keramikwaren und vieles mehr. Auch kulinarisch wird besonderes geboten: Von Fondue bis Spinatknödel über Käsespätzle bis hin zu Ramen ist für jeden Geschmack etwas dabei. Wer es süß mag, kann frisch gebackene Leckereien genießen, der Glühwein oder Punsch darf dabei nicht fehlen.
 Kinderprogramm Der Heissa Holzmarkt bietet auch ein umfangreiches Programm für Kinder. Kuschelige Orte zum Aufwärmen, ein Mitmachzirkus, ein Retro-Karussell und ein Plätzchenbackworkshop sorgen für Spaß und kreative Entfaltung. Märchenerzähler und Theatervorführungen runden das Angebot ab und garantieren, dass auch die kleinen Besucher*Innen einen unvergesslichen Tag erleben."
79,Steglitz-Zehlendorf,Adventsmarkt auf der Domäne Dahlem,Königin-Luise-Str. 49,14195,21.12.2024,22.12.2024,Domäne Dahlem Veranstaltungsgesellschaft mbH,11:00 – 20:00 Uhr,marketing@domaene-dahlem.de,https://www.domaene-dahlem.de,"Direkt am U-Bahnhof Dahlem Dorf. Im besonderen Ambiente des historischen Gutshofes erwarten Sie erlesenes Kunsthandwerk und besondere Geschenkideen, Bastelangebote für Kinder und saisonale Leckereien. Eintrittspreise: regulär 3,50 €, ermäßigt 2,00 €, Kinder bis 12 Jahren frei"
55,Charlottenburg-Wilmersdorf,Weihnachten in Westend,Preußenallee,14052,21.12.2024,22.12.2024,Family & Friends e. V.,12:00 - 21:00 Uhr,stadtkultur@family-and-friends-ev.de,https://www.family-and-friends-ev.de/,/
49,Treptow-Köpenick,Weihnachtsmarkt „An der Bölschestraße“,Auf dem Marktplatz Friedrichshagen,12587,21.12.2024,22.12.2024,Hauptstadt Kultur,12:00 - 22:00 Uhr,info@juettner-entertainment.de,https://www.hauptstadtkultur.berlin,"Kleiner Weihnachtsmarkt mit Glühweintreff - Leckereien - Kinderfahrgeschäft
Eintritt frei!"
25,Neukölln,Rudower Weihnachtsmeile,Alt-Rudow,12357,21.12.2024,22.12.2024,Hauptstadt Kultur,12:00 - 21:00 Uhr,Info@juettner-entertainment.de,https://www.haupstadtkultur.berlin,"Freier Eintritt, Kinderkarussell, Food und Glühweinstände, Handel und Kunsthandwerk u.v.m."
109,Pankow,Adventsökomarkt der Grünen Liga,Wörtherstraße am Kollwitzplatz - zwischen Knaackstraße und Kollwitzstraße,10405,22.12.2024,22.12.2024,GRÜNE LIGA Berlin,12:00 - 19:00 Uhr,oekomarkt.kollwitzplatz@grueneliga-berlin.de,https://www.grueneliga-berlin.de,"Neben dem Adventsökomarkt bleibt der wöchentliche Donnerstag Ökomarkt am Kollwitzplatz bestehen und findet immer von 12.00 bis 19.00 Uhr statt (jeden Donnerstag und an den Adventssonntagen( 1.12., 8.12. 15.12. und 22. 12. 2024)"
67,Pankow,Lucia Weihnachtsmarkt in der Kulturbrauerei 2024,Schönhauser Allee 36,10435,25.11.2024,22.12.2024,Ketering GmbH,"Mo-Fr 15:00 - 22:00 Uhr
Sa-So 13:00 - 22:00 Uhr",info@ketering.de,https://www.lucia-weihnachtsmarkt.de/,Der Eintritt ist frei.
1,Mitte,17. Berliner Weihnachtszeit vor dem Roten Rathaus - Berlin Mitte,"Berlin Mitte – Platz vor dem Roten Rathaus 
Spandauer Straße Ecke Rathaus Straße, 10178 Berlin",10178,25.11.2024,30.12.2024,Laubinger Event GmbH,Montag bis Freitag 12:00 Uhr – 22:00 Uhr Samstag und Sonntag 11:00 Uhr – 22:00 Uhr Heiligabend geschlossen Ausnahmeregelung: 25.12.2024 12:00 Uhr – 21:00 Uhr 26.12.2024 12:00 Uhr – 21:00 Uhr 30.12.2024 12:00 Uhr – 20:00 Uhr,info@laubinger.de,https://www.berliner-weihnachtszeit.de,"Eislaufbahn um den Neptunbrunnen
Eislaufzeiten: täglich – (ab Marktbeginn)
Laufzeit 12:00 Uhr (Sa u. So ab 11.15 Uhr) – 13:30 Uhr
Laufzeit 14:00 Uhr – 15:30 Uhr
Laufzeit 16:00 Uhr – 17:30 Uhr
Laufzeit 18:00 Uhr – 19:30 Uhr
Laufzeit 20:00 Uhr – 21:30 Uhr
Preis für eine Laufzeit Eislaufen 5,00 €
1 Paar Schlittschuhe für eine Laufzeit 3,00 €
Laufhilfe (Pinguin, Bär) eine Laufzeit 5,00 € zzgl. Kaution
 Weihnachtsmann auf dem Hochseil täglich 16.30 Uhr, 18.30 Uhr und 20.30 Uhr"
10,Tempelhof-Schöneberg,Weihnachtsmarkt Tempelhofer Hafen,Tempelhofer Damm 227,12099,25.11.2024,30.12.2024,Hauptstadt Kultur,11:00 - 21:00 Uhr,Info@juettner-entertainment.de,https://www.haupstadtkultur.berlin,"Eintritt Frei, Kinderkarussell, Food und Glühweinstände, Handel und Kunsthandwerk uvm."
13,Reinickendorf,Weihnachtsmarkt Hallen am Borsigturm,Am Borsigturm 2,13507,25.11.2024,30.12.2024,Hauptstadt Kultur,11:00 - 21:00 Uhr,Info@juettner-entertainment.de,https://www.haupstadtkultur.berlin,"Eintritt frei!
Mit Glühweintreff - Live Musik - Leckereien"
184,Tempelhof-Schöneberg,Weihnachtsmarkt Berlin by der Weinlobbyist,Kolonnenstr. 62,10827,25.11.2024,31.12.2024,"Weihnachtsmarkt Berlin ""der Weinlobbyist""",17:00 Uhr bis 22:00 Uhr,kontakt@weinlobbyist.de,https://www.derweinlobbyist.de/weihnachtsmarkt-berlin,"Findet auf dem Innenhof der Weinbar ""der Weinlobbyist"" statt. 10 hochwertige Winzerglühweine und kreative Speisen. Geeignet für Gruppen und exklusive Veranstaltungen."
40,Marzahn-Hellersdorf,Weihnachtsmarkt Helle/Mitte,Alice-Salomon-Platz,12627,25.11.2024,30.12.2024,Hauptstadt Kultur,11:00 - 22:00 Uhr,info@juettner-entertainment.de,https://www.hauptstadtkultur.berlin,"Weihnachtsrummel:
Fahrgeschäfte - Imbiss - Glühweintreff
Eintritt frei!"
172,Charlottenburg-Wilmersdorf,Weihnachtsmarkt an der Kaiser-Wilhelm-Gedächtniskirche,Breitscheidplatz,10719,25.11.2024,05.01.2025,Schaustellerverband Berlin,"Voraussichtlich (noch in Klärung): 
 Täglich von 11 bis 21 Uhr freitags & samstags: 11 bis 22 Uhr 24. -26. Dezember noch in Klärung
 31. Dezember + 1. Januar noch in Klärung",info@e-pr.de,https://www.schaustellerverband-berlin.de/weihnachtsmarkt-berlin.html,/
130,Spandau,Spandauer Weihnachtsmarkt,Altstadt Spandau,13597,25.11.2024,22.12.2024,Partner für Spandau GmbH,"Sonntag bis Donnerstag 11:00 - 20:00 Uhr
Freitag bis Samstag 11:00 - 22:00 Uhr",info@partner-fuer-spandau.de,https://www.spandauer-weihnachtsmarkt.de,"Hier ist Weihnachten zu Hause. Im Advent wird die Spandauer Altstadt wieder vom Duft gebrannter Mandeln, gegrillter Bratwurst und köstlichem Glühwein durchzogen. Kinderaugen strahlen beim Anblick bunter Zuckerwatte und die Herzen schlagen schneller bei Jung und Alt, wenn sie dem Weihnachtsmann begegnen.
 Vom Rathaus Spandau bis zur Kirche St. Nikolai, sowie auf dem Marktplatz bieten Kunsthandwerker und Händler Ihre Waren zum Stöbern, Staunen und natürlich zum Verkauf an. Auf dem südlichen Teil des Reformationsplatzes an der Kirche St. Nikolai findet wieder der beliebte mittelalterliche Teil des Weihnachtsmarktes seinen Platz.
 In Berlins größter zusammenhängenden Fußgängerzone mit seinen fast 120 Einzelhandelsgeschäften und drei Kaufhäusern, sowie den Spandau Arcaden, die fußläufig nur wenige Minuten entfernt sind, lässt sich der Weihnachtsmarktbesuch vortrefflich mit der Suche nach den schönsten Überraschungen zum Weihnachtsfest für die Lieben kombinieren.
Verkehrstechnisch ist der Spandauer Weihnachtsmarkt hervorragend angebunden. Zwischen den beiden U-Bahnhöfen Altstadt Spandau und Rathaus Spandau der Linie 7 gelegen, in unmittelbarer Nähe des Fern- und Regionalbahnhofs Spandau mit den Anschlüssen der S-Bahn, Regional- und Fernbahn, sowie unterschiedlichsten Buslinien, findet jeder Besucher seine optimale Verbindung mit dem ÖPNV. Und wer doch nicht auf das eigene Fahrzeug verzichten möchte, der hat die freie Wahl bei fast 5.000 Stellplätzen auf drei Parkplätzen und vier Parkhäusern, die rund um die Altstadt Spandau angesiedelt sind.
 Geöffnet ist der Spandauer Weihnachtsmarkt vom 27. November bis 23. Dezember täglich ab 11 Uhr und der Eintritt ist an allen Tagen frei.
 Der Spandauer Weihnachtsmarkt freut sich auf Sie!
 Spandauer Weihnachtsmarkt 2024 25.11.2023 – 22.12.2024
 Öffnungszeiten: Sonntag bis Donnerstag 11 - 20 Uhr Freitag und Samstag 11 - 22 Uhr"
133,Charlottenburg-Wilmersdorf,Lauenburger Veranstaltungen,"Fußgängerzone, Willmersdorferstraße zwischen Schillerstraße und Krumme Straße",10625,25.11.2024,28.12.2024,Angelique Lauenburger,"Montags bis Samstag,  11:00 Uhr bis 20:00 Uhr
 Sonntags 12:00 Uhr bis 19:00 Uhr
 Heiligabend 10:00 Uhr bis 14:00 Uhr
 Am 25.12.2024 und 26.12.2024 bleibt der Weihnachtsmarkt geschlossen",lauenburger-pony@gmx.de,/,/
139,Mitte,Wintermarkt Schloßplatz Berlin Mitte,Schloßplatz 1,10178,25.11.2024,01.01.2025,Schaustellerbetrieb Wollenschlaeger GmbH,11:00 Uhr - 22:00 Uhr,info@wollenschlaeger-berlin.de,https://wintermarkt-schlossplatz.de/,/
121,Charlottenburg-Wilmersdorf,Weihnachtsmarkt am Schloss Charlottenburg,"Schloss Charlottenburg , Spandauer Damm 20-24",14059,25.11.2024,29.12.2024,Jens Schmidt GmbH,"Mo-Do: 13:00 - 22:00 Uhr
Fr-So: 12:00 - 22:00 Uhr
Heilig Abend geschlossen
1./2. Weihnachtsfeiertag 12:00 - 22:00 Uhr",marktleitung@schloss-weihnachtsmarkt.de,https://www.schloss-weihnachtsmarkt.de,"Der Einritt ist frei.
Seit 2023 ist Jens Schmidt von der Jens Schmidt GmbH aus Velten neuer Veranstalter vom ""Weihnachtsmarkt am Schloss Charlottenburg"". 
 Alle Gäste des Marktes werden mit vielen Attraktionen besinnlich auf die Weihnachtszeit eingestimmt, können in eine Welt voller festlicher Freude eintauchen und den Zauber der Weihnacht erleben. Ob große Weihnachtspyramide, weihnachtliche Verkaufshäuschen, edle Pagodenzelte, Kinderkarussells oder aufwändige Licht-Installationen – eine Symphonie aus Licht, weihnachtlichem Glanz, Unterhaltung und Kunsthandwerk sorgt für unvergessliche Momente. Es gibt schöne Geschenkideen und liebevoll Selbstgemachtes, ebenso eine große Auswahl an kulinarischen Köstlichkeiten passend zur Weihnachtszeit."
94,Charlottenburg-Wilmersdorf,Adventsmarkt im Rathaus Charlottenburg,Otto-Suhr-Allee 100,10585,27.11.2024,27.11.2024,"Bezirksamt Charlottenburg-Wilmersdorf, Abteilung Bürgerdienste und Soziales",11:00-14:00,cw311003@charlottenburg-wilmersdorf.de,/,Die seit 2007 durchgeführte Veranstaltung ändert ihren Namen von Nikolausmarkt in Adventsmarkt. Ansonsten ändert sich wenig: Beschäftigungs- und Bildungsträger verkaufen von den Teilnehmenden hergestellte Adventsdekoration und Geschenkartikel aus Holz und Textil und stellen dabei ihre Angebote und Projekte im Bezirk vor.  Es entsteht ein buntes Angebot für die eigene Einstimmung in die Adventszeit.
16,Marzahn-Hellersdorf,Weihnachtsmarkt Alt-Marzahn,Alt-Marzahn 32,12685,29.11.2024,01.12.2024,Hauptstadt Kultur,12:00 - 22:00 Uhr,Info@juettner-entertainment.de,https://www.haupstadtkultur.berlin,"Kunsthandwerk, Leckereien, Glühwein Bar & Live Musik"
124,Charlottenburg-Wilmersdorf,Schwedischer Weihnachtsbasar,Landhausstr. 26-28,10717,29.11.2024,01.12.2024,Schwedische Victoriagemeinde e.V.,"Freitag, 29.11.: 16:00 - 20:00 Uhr
Samstag, 30.11.: 12:00 - 19:00 Uhr
Sonntag, 01.12.: 12:00 -18:00 Uhr",berlin@svenskakyrkan.se,https://www.svenskakyrkan.se/berlin/nyheter/weihnachtsbasar-der-schwedische-kirche,
43,Pankow,Weihnachtsmarkt Pankow (Am Schloss Schönhausen),Tschaikowskistraße 1,13156,29.11.2024,01.12.2024,Hauptstadt Kultur,11:00 - 21:00 Uhr,info@juettner-entertainment.de,https://www.hauptstadtkultur.berlin,"Kunsthandwerk, Leckereien, Glühwein Bar & Live Musik"
151,Mitte,Umwelt- und Weihnachtsmarkt in der Sophienstraße,Sophienstraße,10178,30.11. bis 01.12. / 07.12. bis 08.12. / 14.12. bis 15.12.  21.12. bis 22.12.2024,,EVENTS-R.Bielefeldt,Samstags 12:00 Uhr bis 20:00 Uhr Sonntags 11:00 Uhr bis 19:00 Uhr,post@weihnachtsmarkt-sophienstrasse.de,/,"Direkt neben den Hackeschen Höfen in einer der ältesten Straßen von Berlin, erwartet Sie ein außergewöhnliches Angebot an einzigartiger Designer- und Künstlerware. Das einmalige Konzept wurde bereits 1996 mit dem 1.Preis des Umweltwettbewerbs honoriert und hebt sich von den anderen Weihnachtsmärkten der Stadt wohltuend ab. 
 Von trendig-hippem Berliner Design- und Kunsthandwerk über Naturwaren höchster Bio-Güte bis hin zu den verschiedensten Gegenständen aus fairem Handel. Hier findet jeder Besucher sein individuelles Geschenk!
 Seit über 20 Jahren in Berlin und über die Stadtgrenzen hinaus bekannt!"
190,Brandenburg,Liebenberger Weihnachtsmarkt 2024 I Weihnachtszauber auf Schloss & Gut Liebenberg,Parkweg 1a (Löwenberger Land),16775,30.11.2024,22.12.2024,DKB STIFTUNG I Schloss & Gut Liebenberg,"Freitags: 17:00 Uhr bis 20:00 Uhr
Samstags und Sonntags: 12:00 Uhr bis 19:00 Uhr",franken.artpress@uteweingarten.de,https://www.schloss-liebenberg.de/liebenberger-weihnachtsmarkt/,"Eintauchen in festlichen Lichterglanz vor einzigartiger, historischer Kulisse."
31,Brandenburg,Prenzlauer Weihnachtsmarkt,"Marktberg, Prenzlau",17291,30.11.2024,15.12.2024,Stadt Prenzlau,Mo-Fr: 14.00 Uhr - 20.00 Uhr Samstag: 12.00 Uhr - 22.00 Uhr Sonntag: 12.00 Uhr - 18.00 Uhr,gsm@prenzlau.de,https://www.prenzlau.eu,freier Eintritt
118,Pankow,„Bunt in eine besinnliche Zeit – Wir leben Weihnachten“,Bahnhofstr. 32,13129,30.11.2024,30.11.2024,Albert Schweitzer Stiftung – Wohnen & Betreuen,15:00 - 18:00 Uhr,jillbueldt@ass-berlin.org,https://www.ass-berlin.org/,"Unter dem Motto „Bunt in eine besinnliche Zeit – Wir leben Weihnachten“ findet am 30.November auf dem festlich beleuchteten Stiftungsgelände in Berlin-Blankenburg der Albert Schweitzer Stiftung - Wohnen &amp; Betreuen der beliebte Adventsbasar statt. von 15 bis 18 Uhr will die Stiftung mit den Nutzer*innen, Mitarbeitenden, Ehrenamtlichen und Besucher*innen stimmungsvoll Vielfalt und Toleranz feiern. Ein festliches Bühnenprogramm, viele Mitmach-Aktionen für jung und alt sorgen für weihnachtliche Atmosphäre. An den geschmückten Ständen werden Besucher*innen auf der Suche nach individuellen Geschenken fündig. Für die kleinen Weihnachts-Fans stehen unter anderem Kinderkarussell und -eisenbahn bereit. Auch das kulinarische Angebot lässt keine Wünsche offen."
157,Brandenburg,"Der ""etwas andere"" Weihnachtsmarkt","Naturparkzentrum Hoher Fläming, Brennereiweg 45 (Rabenstein/Fläming)",14823,30.11.2024,01.12.2024,Naturparkverein Hoher Fläming e.V.,12:00 Uhr bis 18:00 Uhr,info@flaeming.net,/,"Wenn Glühweinduft in die Nase steigt, ein wärmendes Lagerfeuer in der Feuerschale knistert oder der Weihnachtsmann Gedichten und Liedern lauscht … dann ist wieder Weihnachtsmarkt in Raben! In diesem Jahr lädt der Naturparkverein Hoher Fläming bereits 26. Mal am ersten Adventswochenende zu diesem besonderen Familien-Weihnachtsmarkt rund um das Naturparkzentrum nach Raben ein. Hier kann man seine Weihnachtsgeschenke nicht nur kaufen - sondern auch selber basteln! Die Anreise ist bequem mit der Burgenlinie möglich. Fünf Mal am Tag, passend zu den Zügen aus Richtung Berlin und Potsdam, fährt der Bus vom Bahnhof Bad Belzig durch den Naturpark Hoher Fläming und wieder zurück zum Bahnhof."
70,Steglitz-Zehlendorf,Adventsmarkt auf der Domäne Dahlem,Königin-Luise-Str. 49,14195,30.11.2024,01.12.2024,Domäne Dahlem Veranstaltungsgesellschaft mbH,11:00 – 20:00 Uhr,marketing@domaene-dahlem.de,https://www.domaene-dahlem.de,"Direkt am U-Bahnhof Dahlem Dorf. Im besonderen Ambiente des historischen Gutshofes erwarten Sie erlesenes Kunsthandwerk und besondere Geschenkideen, Bastelangebote für Kinder und saisonale Leckereien. Eintrittspreise: regulär 3,50 €, ermäßigt 2,00 €, Kinder bis 12 Jahren frei"
7,Neukölln,Alt-Buckower Adventsmarkt,Alt-Buckow 36-38,12349,30.11.2024,30.11.2024,Evangelische Kirchengemeinde Berlin-Alt-Buckow,"13:30 Uhr Eröffnungsandacht
14:00 - 22:00 Uhr Fest",buero@dorfkirche-alt-buckow.de,https://www.dorfkirche-alt-buckow.de,/
202,Treptow-Köpenick,Weihnachtsmarkt „Lichterglanz im Tannenwald“,Späthstr. 80/81,12437,30.11.2024 - 01.12.2024; 07.12.2024 - 08.12.2024; 14.12.2024 - 15.12.2024,,Späth'sche Baumschulen Handel GmbH,11:00 Uhr bis 20:00 Uhr,info@spaethsche-baumschulen.de,https://www.spaethsche-baumschulen.de/veranstaltungen/jahreszeitliche-feste/weihnachtsmarkt/,"Eintritt: 8 Euro (Kinder bis 16 Jahre frei). Eintritt ermäßigt: 5 Euro. Einer der schönsten Weihnachtsmärkte von Berlin in historischer Umgebung: mit Weihnachtsmann und Engel, rund 100 Stände mit Geschenkideen, Konzerte auf großer Bühne, Monbijou-Theater in der Schwarzen Scheune, Märchenerzählerin, Weihnachtsbasteln und Kremserfahrten, Lagerfeuer und Kaminöfchen zum Hände wärmen, kulinarische Spezialitäten und süße Leckereien, echter Obstglühwein und ein Tannenwald mitten auf dem historischen Hof"
187,Steglitz-Zehlendorf,Adventsmarkt auf der Domäne Dahlem,Königin-Luise-Straße 49,14195,"30.11.2024 /
07.12.2024 /
14.12.2024 /
21.12.2024","01.12.2024 /
08.12.2024 /
15.12.2024 /
22.12.2024",Domäne Dahlem Veranstaltungs GmbH,11:00 Uhr bis 20:00 Uhr,marketing@domaene-dahlem.de,https://www.domaene-dahlem.de,"Eintritt 3,50 Euro für Erwachsene, ermäßigt 2,00 Euro, Kinder bis 12 Jahre Eintritt frei"
